Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
1135,20/04/20,5:00 PM,Haryana,-,-,87,3,233
1136,20/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,39
1137,20/04/20,5:00 PM,Jammu and Kashmir,-,-,56,5,350
1138,20/04/20,5:00 PM,Jharkhand,-,-,0,2,42
1139,20/04/20,5:00 PM,Karnataka,-,-,111,16,395
1140,20/04/20,5:00 PM,Kerala,-,-,270,3,402
1141,20/04/20,5:00 PM,Ladakh,-,-,14,0,18
1142,20/04/20,5:00 PM,Madhya Pradesh,-,-,127,74,1485
1143,20/04/20,5:00 PM,Maharashtra,-,-,507,223,4203
1144,20/04/20,5:00 PM,Manipur,-,-,2,0,2
1145,20/04/20,5:00 PM,Meghalaya,-,-,0,1,11
1146,20/04/20,5:00 PM,Mizoram,-,-,0,0,1
1147,20/04/20,5:00 PM,Nagaland,-,-,0,0,0
1148,20/04/20,5:00 PM,Odisha,-,-,24,1,68
1149,20/04/20,5:00 PM,Puducherry,-,-,3,0,7
1150,20/04/20,5:00 PM,Punjab,-,-,31,16,219
1151,20/04/20,5:00 PM,Rajasthan,-,-,183,14,1478
1152,20/04/20,5:00 PM,Tamil Nadu,-,-,411,15,1477
1153,20/04/20,5:00 PM,Telengana,-,-,190,21,873
1154,20/04/20,5:00 PM,Tripura,-,-,1,0,2
1155,20/04/20,5:00 PM,Uttarakhand,-,-,11,0,44
1156,20/04/20,5:00 PM,Uttar Pradesh,-,-,129,17,1176
1157,20/04/20,5:00 PM,West Bengal,-,-,66,12,339
1158,21/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,16
1159,21/04/20,5:00 PM,Andhra Pradesh,-,-,96,22,757
1160,21/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1161,21/04/20,5:00 PM,Assam,-,-,19,1,35
1162,21/04/20,5:00 PM,Bihar,-,-,42,2,114
1163,21/04/20,5:00 PM,Chandigarh,-,-,13,0,26
1164,21/04/20,5:00 PM,Chhattisgarh,-,-,25,0,36
1165,21/04/20,5:00 PM,Delhi,-,-,431,47,2081
1166,21/04/20,5:00 PM,Goa,-,-,7,0,7
1167,21/04/20,5:00 PM,Gujarat,-,-,131,77,2066
1168,21/04/20,5:00 PM,Haryana,-,-,127,3,254
1169,21/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,39
1170,21/04/20,5:00 PM,Jammu and Kashmir,-,-,71,5,368
1171,21/04/20,5:00 PM,Jharkhand,-,-,0,2,46
1172,21/04/20,5:00 PM,Karnataka,-,-,114,17,415
1173,21/04/20,5:00 PM,Kerala,-,-,291,3,408
1174,21/04/20,5:00 PM,Ladakh,-,-,14,0,18
1175,21/04/20,5:00 PM,Madhya Pradesh,-,-,127,76,1540
1176,21/04/20,5:00 PM,Maharashtra,-,-,572,232,4669
1177,21/04/20,5:00 PM,Manipur,-,-,2,0,2
1178,21/04/20,5:00 PM,Meghalaya,-,-,0,1,11
1179,21/04/20,5:00 PM,Mizoram,-,-,0,0,1
1180,21/04/20,5:00 PM,Nagaland,-,-,0,0,0
1181,21/04/20,5:00 PM,Odisha,-,-,24,1,74
1182,21/04/20,5:00 PM,Puducherry,-,-,3,0,7
1183,21/04/20,5:00 PM,Punjab,-,-,39,16,245
1184,21/04/20,5:00 PM,Rajasthan,-,-,205,25,1576
1185,21/04/20,5:00 PM,Tamil Nadu,-,-,457,17,1520
1186,21/04/20,5:00 PM,Telengana,-,-,190,23,919
1187,21/04/20,5:00 PM,Tripura,-,-,1,0,2
1188,1/5/2020,5:00 PM,Maharashtra,-,-,1773,459,10498
1189,1/5/2020,5:00 PM,Manipur,-,-,2,0,2
1190,1/5/2020,5:00 PM,Meghalaya,-,-,0,1,12
1191,1/5/2020,5:00 PM,Mizoram,-,-,0,0,1
1192,1/5/2020,5:00 PM,Odisha,-,-,41,1,143
1193,1/5/2020,5:00 PM,Puducherry,-,-,5,0,8
1194,1/5/2020,5:00 PM,Punjab,-,-,90,19,357
1195,1/5/2020,5:00 PM,Rajasthan,-,-,836,58,2584
1196,1/5/2020,5:00 PM,Tamil Nadu,-,-,1258,27,2323
1197,1/5/2020,5:00 PM,Telengana,-,-,441,26,1039
1198,1/5/2020,5:00 PM,Tripura,-,-,2,0,2
1199,1/5/2020,5:00 PM,Uttarakhand,-,-,36,0,57
1200,1/5/2020,5:00 PM,Uttar Pradesh,-,-,555,41,2281
1201,1/5/2020,5:00 PM,West Bengal,-,-,139,33,795
1202,2/5/2020,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33
1203,2/5/2020,5:00 PM,Andhra Pradesh,-,-,403,33,1463
1204,2/5/2020,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1205,2/5/2020,5:00 PM,Assam,-,-,32,1,43
1206,2/5/2020,5:00 PM,Bihar,-,-,98,3,471
1207,2/5/2020,5:00 PM,Chandigarh,-,-,17,0,88
1208,2/5/2020,5:00 PM,Chhattisgarh,-,-,36,0,43
1209,2/5/2020,5:00 PM,Delhi,-,-,1167,61,3738
1210,2/5/2020,5:00 PM,Goa,-,-,7,0,7
1211,2/5/2020,5:00 PM,Gujarat,-,-,735,236,4721
1212,2/5/2020,5:00 PM,Haryana,-,-,227,4,360
1213,2/5/2020,5:00 PM,Himachal Pradesh,-,-,30,1,40
1214,2/5/2020,5:00 PM,Jammu and Kashmir,-,-,247,8,639
1215,2/5/2020,5:00 PM,Jharkhand,-,-,20,3,111
1216,2/5/2020,5:00 PM,Karnataka,-,-,251,22,589
1217,2/5/2020,5:00 PM,Kerala,-,-,392,4,497
1218,2/5/2020,5:00 PM,Ladakh,-,-,17,0,22
1219,2/5/2020,5:00 PM,Madhya Pradesh,-,-,524,145,2719
1220,2/5/2020,5:00 PM,Maharashtra,-,-,1879,485,11506
1221,2/5/2020,5:00 PM,Manipur,-,-,2,0,2
1222,2/5/2020,5:00 PM,Meghalaya,-,-,0,1,12
1223,2/5/2020,5:00 PM,Mizoram,-,-,0,0,1
1224,2/5/2020,5:00 PM,Odisha,-,-,55,1,149
1225,2/5/2020,5:00 PM,Puducherry,-,-,5,0,8
1226,2/5/2020,5:00 PM,Punjab,-,-,90,19,480
1227,2/5/2020,5:00 PM,Rajasthan,-,-,1116,62,2666
1228,2/5/2020,5:00 PM,Tamil Nadu,-,-,1312,28,2526
1229,2/5/2020,5:00 PM,Telengana,-,-,441,26,1039
1230,2/5/2020,5:00 PM,Tripura,-,-,2,0,2
1231,2/5/2020,5:00 PM,Uttarakhand,-,-,36,0,58
1232,2/5/2020,5:00 PM,Uttar Pradesh,-,-,654,42,2328
1233,2/5/2020,5:00 PM,West Bengal,-,-,139,33,795
1234,3/5/2020,5:00 PM,Andaman and Nicobar Islands,-,-,17,0,33
1235,3/5/2020,5:00 PM,Andhra Pradesh,-,-,488,33,1583
1236,3/5/2020,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1237,3/5/2020,5:00 PM,Assam,-,-,32,1,43
1238,3/5/2020,5:00 PM,Bihar,-,-,117,4,482
1239,3/5/2020,5:00 PM,Chandigarh,-,-,19,0,94
1240,3/5/2020,5:00 PM,Chhattisgarh,-,-,36,0,43
1241,3/5/2020,5:00 PM,Delhi,-,-,1256,64,4122
1242,3/5/2020,5:00 PM,Goa,-,-,7,0,7
1243,3/5/2020,5:00 PM,Gujarat,-,-,896,262,5055
1244,3/5/2020,5:00 PM,Haryana,-,-,227,4,394
1245,3/5/2020,5:00 PM,Himachal Pradesh,-,-,33,1,40
1246,3/5/2020,5:00 PM,Jammu and Kashmir,-,-,254,8,666
1247,3/5/2020,5:00 PM,Jharkhand,-,-,22,3,115
1248,3/5/2020,5:00 PM,Karnataka,-,-,282,25,606
1249,3/5/2020,5:00 PM,Kerala,-,-,400,4,500
1250,3/5/2020,5:00 PM,Ladakh,-,-,17,0,40
1251,3/5/2020,5:00 PM,Madhya Pradesh,-,-,798,156,2846
1252,3/5/2020,5:00 PM,Maharashtra,-,-,2000,521,12296
1253,3/5/2020,5:00 PM,Manipur,-,-,2,0,2
1254,3/5/2020,5:00 PM,Meghalaya,-,-,0,1,12
1255,3/5/2020,5:00 PM,Mizoram,-,-,0,0,1
1256,3/5/2020,5:00 PM,Odisha,-,-,56,1,160
1257,3/5/2020,5:00 PM,Puducherry,-,-,5,0,8
1258,3/5/2020,5:00 PM,Punjab,-,-,112,20,772
1259,3/5/2020,5:00 PM,Rajasthan,-,-,1121,65,2772
1260,3/5/2020,5:00 PM,Tamil Nadu,-,-,1341,29,2757
1261,3/5/2020,5:00 PM,Telengana,-,-,458,28,1063
1262,3/5/2020,5:00 PM,Tripura,-,-,2,0,4
1263,3/5/2020,5:00 PM,Uttarakhand,-,-,39,0,59
1264,3/5/2020,5:00 PM,Uttar Pradesh,-,-,698,43,2626
1265,3/5/2020,5:00 PM,West Bengal,-,-,151,33,922
1266,4/5/2020,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33
1267,4/5/2020,5:00 PM,Andhra Pradesh,-,-,524,36,1650
1268,4/5/2020,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1269,4/5/2020,5:00 PM,Assam,-,-,32,1,43
1270,4/5/2020,5:00 PM,Bihar,-,-,125,4,517
1271,4/5/2020,5:00 PM,Chandigarh,-,-,19,0,94
1272,4/5/2020,5:00 PM,Chhattisgarh,-,-,36,0,57
1273,4/5/2020,5:00 PM,Delhi,-,-,1362,64,4549
1274,4/5/2020,5:00 PM,Goa,-,-,7,0,7
1275,4/5/2020,5:00 PM,Gujarat,-,-,1042,290,5428
1276,4/5/2020,5:00 PM,Haryana,-,-,245,5,442
1277,4/5/2020,5:00 PM,Himachal Pradesh,-,-,34,1,40
1278,4/5/2020,5:00 PM,Jammu and Kashmir,-,-,287,8,701
1279,4/5/2020,5:00 PM,Jharkhand,-,-,22,3,115
1280,4/5/2020,5:00 PM,Karnataka,-,-,304,26,642
1281,4/5/2020,5:00 PM,Kerala,-,-,401,4,500
1282,4/5/2020,5:00 PM,Ladakh,-,-,17,0,41
1283,4/5/2020,5:00 PM,Madhya Pradesh,-,-,798,165,2942
1284,4/5/2020,5:00 PM,Maharashtra,-,-,2115,548,12974
1285,4/5/2020,5:00 PM,Manipur,-,-,2,0,2
1286,4/5/2020,5:00 PM,Meghalaya,-,-,0,1,12
1287,4/5/2020,5:00 PM,Mizoram,-,-,0,0,1
1288,4/5/2020,5:00 PM,Odisha,-,-,60,1,163
1289,4/5/2020,5:00 PM,Puducherry,-,-,5,0,8
1290,4/5/2020,5:00 PM,Punjab,-,-,117,21,1102
1291,4/5/2020,5:00 PM,Rajasthan,-,-,1356,71,2886
1292,4/5/2020,5:00 PM,Tamil Nadu,-,-,1379,30,3023
1293,4/5/2020,5:00 PM,Telengana,-,-,490,29,1082
1294,4/5/2020,5:00 PM,Tripura,-,-,2,0,16
1295,4/5/2020,5:00 PM,Uttarakhand,-,-,39,1,60
1296,4/5/2020,5:00 PM,Uttar Pradesh,-,-,758,45,2742
1297,4/5/2020,5:00 PM,West Bengal,-,-,151,35,963
1298,5/5/2020,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33
1299,5/5/2020,5:00 PM,Andhra Pradesh,-,-,589,36,1717
1300,5/5/2020,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1301,5/5/2020,5:00 PM,Assam,-,-,32,1,43
1302,5/5/2020,5:00 PM,Bihar,-,-,130,4,529
1303,5/5/2020,5:00 PM,Chandigarh,-,-,21,1,102
1304,5/5/2020,5:00 PM,Chhattisgarh,-,-,36,0,58
1305,5/5/2020,5:00 PM,Delhi,-,-,1431,64,4898
1306,5/5/2020,5:00 PM,Goa,-,-,7,0,7
1307,5/5/2020,5:00 PM,Gujarat,-,-,1195,319,5804
1308,5/5/2020,5:00 PM,Haryana,-,-,254,6,517
1309,5/5/2020,5:00 PM,Himachal Pradesh,-,-,38,1,41
1310,5/5/2020,5:00 PM,Jammu and Kashmir,-,-,303,8,726
1311,5/5/2020,5:00 PM,Jharkhand,-,-,27,3,115
1312,5/5/2020,5:00 PM,Karnataka,-,-,324,28,659
1313,5/5/2020,5:00 PM,Kerala,-,-,462,4,500
1314,5/5/2020,5:00 PM,Ladakh,-,-,17,0,41
1315,5/5/2020,5:00 PM,Madhya Pradesh,-,-,1000,176,3049
1316,5/5/2020,5:00 PM,Maharashtra,-,-,2465,583,14541
1317,5/5/2020,5:00 PM,Manipur,-,-,2,0,2
1318,5/5/2020,5:00 PM,Meghalaya,-,-,10,1,12
1319,5/5/2020,5:00 PM,Mizoram,-,-,0,0,1
1320,5/5/2020,5:00 PM,Odisha,-,-,60,1,170
1321,5/5/2020,5:00 PM,Puducherry,-,-,6,0,9
1322,5/5/2020,5:00 PM,Punjab,-,-,128,23,1233
1323,5/5/2020,5:00 PM,Rajasthan,-,-,1394,77,3061
1324,5/5/2020,5:00 PM,Tamil Nadu,-,-,1409,31,3550
1325,5/5/2020,5:00 PM,Telengana,-,-,585,29,1085
1326,5/5/2020,5:00 PM,Tripura,-,-,2,0,29
1327,5/5/2020,5:00 PM,Uttarakhand,-,-,39,1,60
1328,5/5/2020,5:00 PM,Uttar Pradesh,-,-,944,53,2859
1329,5/5/2020,5:00 PM,West Bengal,-,-,218,133,1259
1330,6/5/2020,8:00 AM,Andaman and Nicobar Islands,-,-,32,0,33
1331,6/5/2020,8:00 AM,Andhra Pradesh,-,-,589,36,1717
1332,6/5/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1333,6/5/2020,8:00 AM,Assam,-,-,32,1,43
1334,6/5/2020,8:00 AM,Bihar,-,-,142,4,536
1335,6/5/2020,8:00 AM,Chandigarh,-,-,21,1,111
1336,6/5/2020,8:00 AM,Chhattisgarh,-,-,36,0,59
1337,6/5/2020,8:00 AM,Dadar Nagar Haveli,-,-,0,0,1
1338,6/5/2020,8:00 AM,Delhi,-,-,1468,64,5104
1339,6/5/2020,8:00 AM,Goa,-,-,7,0,7
1340,6/5/2020,8:00 AM,Gujarat,-,-,1381,368,6245
1341,6/5/2020,8:00 AM,Haryana,-,-,256,6,548
1342,6/5/2020,8:00 AM,Himachal Pradesh,-,-,38,2,42
1343,6/5/2020,8:00 AM,Jammu and Kashmir,-,-,320,8,741
1344,6/5/2020,8:00 AM,Jharkhand,-,-,33,3,125
1345,6/5/2020,8:00 AM,Karnataka,-,-,331,29,671
1346,6/5/2020,8:00 AM,Kerala,-,-,462,4,502
1347,6/5/2020,8:00 AM,Ladakh,-,-,17,0,41
1348,6/5/2020,8:00 AM,Madhya Pradesh,-,-,1000,176,3049
1349,6/5/2020,8:00 AM,Maharashtra,-,-,2819,617,15525
1350,6/5/2020,8:00 AM,Manipur,-,-,2,0,2
1351,6/5/2020,8:00 AM,Meghalaya,-,-,10,1,12
1352,6/5/2020,8:00 AM,Mizoram,-,-,0,0,1
1353,6/5/2020,8:00 AM,Odisha,-,-,60,1,175
1354,6/5/2020,8:00 AM,Puducherry,-,-,6,0,9
1355,6/5/2020,8:00 AM,Punjab,-,-,133,25,1451
1356,6/5/2020,8:00 AM,Rajasthan,-,-,1525,89,3158
1357,6/5/2020,8:00 AM,Tamil Nadu,-,-,1485,33,4058
1358,6/5/2020,8:00 AM,Telengana,-,-,585,29,1096
1359,6/5/2020,8:00 AM,Tripura,-,-,2,0,43
1360,6/5/2020,8:00 AM,Uttarakhand,-,-,39,1,61
1361,6/5/2020,8:00 AM,Uttar Pradesh,-,-,987,56,2880
1362,6/5/2020,8:00 AM,West Bengal,-,-,364,140,1344
1363,7/5/2020,8:00 AM,Andaman and Nicobar Islands,-,-,32,0,33
1364,7/5/2020,8:00 AM,Andhra Pradesh,-,-,729,36,1777
1365,7/5/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1366,7/5/2020,8:00 AM,Assam,-,-,32,1,45
1367,7/5/2020,8:00 AM,Bihar,-,-,188,4,542
1368,7/5/2020,8:00 AM,Chandigarh,-,-,21,1,120
1369,7/5/2020,8:00 AM,Chhattisgarh,-,-,36,0,59
1370,7/5/2020,8:00 AM,Dadar Nagar Haveli,-,-,0,0,1
1371,7/5/2020,8:00 AM,Delhi,-,-,1542,65,5532
1372,7/5/2020,8:00 AM,Goa,-,-,7,0,7
1373,7/5/2020,8:00 AM,Gujarat,-,-,1500,396,6625
1374,7/5/2020,8:00 AM,Haryana,-,-,260,7,594
1375,7/5/2020,8:00 AM,Himachal Pradesh,-,-,38,2,45
1376,7/5/2020,8:00 AM,Jammu and Kashmir,-,-,322,8,775
1377,7/5/2020,8:00 AM,Jharkhand,-,-,37,3,127
1378,7/5/2020,8:00 AM,Karnataka,-,-,354,29,693
1379,7/5/2020,8:00 AM,Kerala,-,-,469,4,503
1380,7/5/2020,8:00 AM,Ladakh,-,-,17,0,41
1381,7/5/2020,8:00 AM,Madhya Pradesh,-,-,1099,185,3138
1382,7/5/2020,8:00 AM,Maharashtra,-,-,3094,651,16758
1383,7/5/2020,8:00 AM,Manipur,-,-,2,0,2
1384,7/5/2020,8:00 AM,Meghalaya,-,-,10,1,12
1385,7/5/2020,8:00 AM,Mizoram,-,-,0,0,1
1386,7/5/2020,8:00 AM,Odisha,-,-,61,2,185
1387,7/5/2020,8:00 AM,Puducherry,-,-,6,0,9
1388,7/5/2020,8:00 AM,Punjab,-,-,135,27,1516
1389,7/5/2020,8:00 AM,Rajasthan,-,-,1596,92,3317
1390,7/5/2020,8:00 AM,Tamil Nadu,-,-,1516,35,4829
1391,7/5/2020,8:00 AM,Telengana,-,-,628,29,1107
1392,7/5/2020,8:00 AM,Tripura,-,-,2,0,43
1393,7/5/2020,8:00 AM,Uttarakhand,-,-,39,1,61
1394,7/5/2020,8:00 AM,Uttar Pradesh,-,-,1130,60,2998
1395,7/5/2020,8:00 AM,West Bengal,-,-,364,144,1456
1396,8/5/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
1397,8/5/2020,8:00 AM,Andhra Pradesh,-,-,780,38,1847
1398,8/5/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1399,8/5/2020,8:00 AM,Assam,-,-,34,1,54
1400,8/5/2020,8:00 AM,Bihar,-,-,246,5,550
1401,8/5/2020,8:00 AM,Chandigarh,-,-,21,1,135
1402,8/5/2020,8:00 AM,Chhattisgarh,-,-,38,0,59
1403,8/5/2020,8:00 AM,Dadar Nagar Haveli,-,-,0,0,1
1404,8/5/2020,8:00 AM,Delhi,-,-,1931,66,5980
1405,8/5/2020,8:00 AM,Goa,-,-,7,0,7
1406,8/5/2020,8:00 AM,Gujarat,-,-,1709,425,7012
1407,8/5/2020,8:00 AM,Haryana,-,-,260,7,625
1408,8/5/2020,8:00 AM,Himachal Pradesh,-,-,38,2,46
1409,8/5/2020,8:00 AM,Jammu and Kashmir,-,-,335,9,793
1410,8/5/2020,8:00 AM,Jharkhand,-,-,41,3,132
1411,8/5/2020,8:00 AM,Karnataka,-,-,366,30,705
1412,8/5/2020,8:00 AM,Kerala,-,-,474,4,503
1413,8/5/2020,8:00 AM,Ladakh,-,-,17,0,42
1414,8/5/2020,8:00 AM,Madhya Pradesh,-,-,1231,193,3252
1415,8/5/2020,8:00 AM,Maharashtra,-,-,3301,694,17974
1416,8/5/2020,8:00 AM,Manipur,-,-,2,0,2
1417,8/5/2020,8:00 AM,Meghalaya,-,-,10,1,12
1418,8/5/2020,8:00 AM,Mizoram,-,-,0,0,1
1419,8/5/2020,8:00 AM,Odisha,-,-,62,2,219
1420,8/5/2020,8:00 AM,Puducherry,-,-,6,0,9
1421,8/5/2020,8:00 AM,Punjab,-,-,149,28,1644
1422,8/5/2020,8:00 AM,Rajasthan,-,-,1596,97,3427
1423,8/5/2020,8:00 AM,Tamil Nadu,-,-,1547,37,5409
1424,8/5/2020,8:00 AM,Telengana,-,-,650,29,1123
1425,8/5/2020,8:00 AM,Tripura,-,-,2,0,65
1426,8/5/2020,8:00 AM,Uttarakhand,-,-,39,1,61
1427,8/5/2020,8:00 AM,Uttar Pradesh,-,-,1250,62,3071
1428,8/5/2020,8:00 AM,West Bengal,-,-,364,151,1548
1429,9/5/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
1430,9/5/2020,8:00 AM,Andhra Pradesh,-,-,842,41,1887
1431,9/5/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1432,9/5/2020,8:00 AM,Assam,-,-,34,1,59
1433,9/5/2020,8:00 AM,Bihar,-,-,297,5,571
1434,9/5/2020,8:00 AM,Chandigarh,-,-,21,1,150
1435,9/5/2020,8:00 AM,Chhattisgarh,-,-,38,0,59
1436,9/5/2020,8:00 AM,Dadar Nagar Haveli,-,-,0,0,1
1437,9/5/2020,8:00 AM,Delhi,-,-,2020,68,6318
1438,9/5/2020,8:00 AM,Goa,-,-,7,0,7
1439,9/5/2020,8:00 AM,Gujarat,-,-,1872,449,7402
1440,9/5/2020,8:00 AM,Haryana,-,-,279,8,647
1441,9/5/2020,8:00 AM,Himachal Pradesh,-,-,38,2,50
1442,9/5/2020,8:00 AM,Jammu and Kashmir,-,-,364,9,823
1443,9/5/2020,8:00 AM,Jharkhand,-,-,52,3,132
1444,9/5/2020,8:00 AM,Karnataka,-,-,376,30,753
1445,9/5/2020,8:00 AM,Kerala,-,-,484,4,503
1446,9/5/2020,8:00 AM,Ladakh,-,-,17,0,42
1447,9/5/2020,8:00 AM,Madhya Pradesh,-,-,1349,200,3341
1448,9/5/2020,8:00 AM,Maharashtra,-,-,3470,731,19063
1449,9/5/2020,8:00 AM,Manipur,-,-,2,0,2
1450,9/5/2020,8:00 AM,Meghalaya,-,-,10,1,12
1451,9/5/2020,8:00 AM,Mizoram,-,-,0,0,1
1452,9/5/2020,8:00 AM,Odisha,-,-,63,2,271
1453,9/5/2020,8:00 AM,Puducherry,-,-,6,0,9
1454,9/5/2020,8:00 AM,Punjab,-,-,152,29,1731
1455,9/5/2020,8:00 AM,Rajasthan,-,-,1916,101,3579
1456,9/5/2020,8:00 AM,Tamil Nadu,-,-,1605,40,6009
1457,9/5/2020,8:00 AM,Telengana,-,-,700,29,1133
1458,9/5/2020,8:00 AM,Tripura,-,-,2,0,118
1459,9/5/2020,8:00 AM,Uttarakhand,-,-,46,1,63
1460,9/5/2020,8:00 AM,Uttar Pradesh,-,-,1387,66,3214
1461,9/5/2020,8:00 AM,West Bengal,-,-,364,160,1678
1462,10/5/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
1463,10/5/2020,8:00 AM,Andhra Pradesh,-,-,887,44,1930
1464,10/5/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1465,10/5/2020,8:00 AM,Assam,-,-,34,2,63
1466,10/5/2020,8:00 AM,Bihar,-,-,322,5,591
1467,10/5/2020,8:00 AM,Chandigarh,-,-,24,2,169
1468,10/5/2020,8:00 AM,Chhattisgarh,-,-,43,0,59
1469,10/5/2020,8:00 AM,Dadar Nagar Haveli,-,-,0,0,1
1470,10/5/2020,8:00 AM,Delhi,-,-,2020,73,6542
1471,10/5/2020,8:00 AM,Goa,-,-,7,0,7
1472,10/5/2020,8:00 AM,Gujarat,-,-,2091,472,7796
1473,10/5/2020,8:00 AM,Haryana,-,-,290,9,675
1474,10/5/2020,8:00 AM,Himachal Pradesh,-,-,38,2,50
1475,10/5/2020,8:00 AM,Jammu and Kashmir,-,-,368,9,836
1476,10/5/2020,8:00 AM,Jharkhand,-,-,78,3,156
1477,10/5/2020,8:00 AM,Karnataka,-,-,386,30,794
1478,10/5/2020,8:00 AM,Kerala,-,-,485,4,505
1479,10/5/2020,8:00 AM,Ladakh,-,-,17,0,42
1480,10/5/2020,8:00 AM,Madhya Pradesh,-,-,1676,215,3614
1481,10/5/2020,8:00 AM,Maharashtra,-,-,3800,779,20228
1482,10/5/2020,8:00 AM,Manipur,-,-,2,0,2
1483,10/5/2020,8:00 AM,Meghalaya,-,-,10,1,13
1484,10/5/2020,8:00 AM,Mizoram,-,-,1,0,1
1485,10/5/2020,8:00 AM,Odisha,-,-,63,2,294
1486,10/5/2020,8:00 AM,Puducherry,-,-,6,0,9
1487,10/5/2020,8:00 AM,Punjab,-,-,157,31,1762
1488,10/5/2020,8:00 AM,Rajasthan,-,-,2026,106,3708
1489,10/5/2020,8:00 AM,Tamil Nadu,-,-,1824,44,6535
1490,10/5/2020,8:00 AM,Telengana,-,-,750,30,1163
1491,10/5/2020,8:00 AM,Tripura,-,-,2,0,134
1492,10/5/2020,8:00 AM,Uttarakhand,-,-,46,1,67
1493,10/5/2020,8:00 AM,Uttar Pradesh,-,-,1499,74,3373
1494,10/5/2020,8:00 AM,West Bengal,-,-,372,171,1786
1495,11/5/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
1496,11/5/2020,8:00 AM,Andhra Pradesh,-,-,925,45,1980
1497,11/5/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1498,11/5/2020,8:00 AM,Assam,-,-,34,2,63
1499,11/5/2020,8:00 AM,Bihar,-,-,365,6,696
1500,11/5/2020,8:00 AM,Chandigarh,-,-,24,2,169
1501,11/5/2020,8:00 AM,Chhattisgarh,-,-,49,0,59
1502,11/5/2020,8:00 AM,Dadar Nagar Haveli,-,-,0,0,1
1503,11/5/2020,8:00 AM,Delhi,-,-,2069,73,6923
1504,11/5/2020,8:00 AM,Goa,-,-,7,0,7
1505,11/5/2020,8:00 AM,Gujarat,-,-,2545,493,8194
1506,11/5/2020,8:00 AM,Haryana,-,-,300,10,703
1507,11/5/2020,8:00 AM,Himachal Pradesh,-,-,39,2,55
1508,11/5/2020,8:00 AM,Jammu and Kashmir,-,-,383,9,861
1509,11/5/2020,8:00 AM,Jharkhand,-,-,78,3,157
1510,11/5/2020,8:00 AM,Karnataka,-,-,424,31,848
1511,11/5/2020,8:00 AM,Kerala,-,-,489,4,512
1512,11/5/2020,8:00 AM,Ladakh,-,-,21,0,42
1513,11/5/2020,8:00 AM,Madhya Pradesh,-,-,1676,215,3614
1514,11/5/2020,8:00 AM,Maharashtra,-,-,4199,832,22171
1515,11/5/2020,8:00 AM,Manipur,-,-,2,0,2
1516,11/5/2020,8:00 AM,Meghalaya,-,-,10,1,13
1517,11/5/2020,8:00 AM,Mizoram,-,-,1,0,1
1518,11/5/2020,8:00 AM,Odisha,-,-,68,3,377
1519,11/5/2020,8:00 AM,Puducherry,-,-,6,0,9
1520,11/5/2020,8:00 AM,Punjab,-,-,166,31,1823
1521,11/5/2020,8:00 AM,Rajasthan,-,-,2176,107,3814
1522,11/5/2020,8:00 AM,Tamil Nadu,-,-,1959,47,7204
1523,11/5/2020,8:00 AM,Telengana,-,-,750,30,1196
1524,11/5/2020,8:00 AM,Tripura,-,-,2,0,150
1525,11/5/2020,8:00 AM,Uttarakhand,-,-,46,1,68
1526,11/5/2020,8:00 AM,Uttar Pradesh,-,-,1653,74,3467
1527,11/5/2020,8:00 AM,West Bengal,-,-,417,185,1939
1528,12/5/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
1529,12/5/2020,8:00 AM,Andhra Pradesh,-,-,975,45,2018
1530,12/5/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1531,12/5/2020,8:00 AM,Assam,-,-,34,2,65
1532,12/5/2020,8:00 AM,Bihar,-,-,377,6,747
1533,12/5/2020,8:00 AM,Chandigarh,-,-,24,2,174
1534,12/5/2020,8:00 AM,Chhattisgarh,-,-,53,0,59
1535,12/5/2020,8:00 AM,Dadar Nagar Haveli,-,-,0,0,1
1536,12/5/2020,8:00 AM,Delhi,-,-,2129,73,7233
1537,12/5/2020,8:00 AM,Goa,-,-,7,0,7
1538,12/5/2020,8:00 AM,Gujarat,-,-,2780,513,8541
